i;x;y;z
12003;0.656059;0.859406;-0.871214
12004;0.660439;0.857167;-0.872922
12005;0.664796;0.854912;-0.874620
12006;0.669131;0.852640;-0.876307
12007;0.673443;0.850352;-0.877983
12008;0.677732;0.848048;-0.879649
12009;0.681998;0.845728;-0.881303
12010;0.686242;0.843391;-0.882948
12011;0.690462;0.841039;-0.884581
12012;0.694658;0.838671;-0.886204
12013;0.698832;0.836286;-0.887815
12014;0.702981;0.833886;-0.889416
12015;0.707107;0.831470;-0.891007
12016;0.711209;0.829038;-0.892586
12017;0.715286;0.826590;-0.894154
12018;0.719340;0.824126;-0.895712
12019;0.723369;0.821647;-0.897258
12020;0.727374;0.819152;-0.898794
12021;0.731354;0.816642;-0.900319
12022;0.735309;0.814116;-0.901833
12023;0.739239;0.811574;-0.903335
12024;0.743145;0.809017;-0.904827
12025;0.747025;0.806445;-0.906308
12026;0.750880;0.803857;-0.907777
12027;0.754710;0.801254;-0.909236
12028;0.758514;0.798636;-0.910684
12029;0.762292;0.796002;-0.912120
12030;0.766044;0.793353;-0.913545
12031;0.769771;0.790690;-0.914960
12032;0.773472;0.788011;-0.916363
12033;0.777146;0.785317;-0.917755
12034;0.780794;0.782608;-0.919135
12035;0.784416;0.779884;-0.920505
12036;0.788011;0.777146;-0.921863
12037;0.791579;0.774393;-0.923210
12038;0.795121;0.771625;-0.924546
12039;0.798636;0.768842;-0.925871
12040;0.802123;0.766044;-0.927184
12041;0.805584;0.763232;-0.928486
12042;0.809017;0.760406;-0.929776
12043;0.812423;0.757565;-0.931056
12044;0.815801;0.754710;-0.932324
12045;0.819152;0.751840;-0.933580
12046;0.822475;0.748956;-0.934826
12047;0.825770;0.746057;-0.936060
12048;0.829038;0.743145;-0.937282
12049;0.832277;0.740218;-0.938493
12050;0.835488;0.737277;-0.939693
12051;0.838671;0.734323;-0.940881
12052;0.841825;0.731354;-0.942057
12053;0.844951;0.728371;-0.943223
12054;0.848048;0.725374;-0.944376
12055;0.851117;0.722364;-0.945519
12056;0.854156;0.719340;-0.946649
12057;0.857167;0.716302;-0.947768
12058;0.860149;0.713250;-0.948876
12059;0.863102;0.710185;-0.949972
12060;0.866025;0.707107;-0.951057
12061;0.868920;0.704015;-0.952129
12062;0.871784;0.700909;-0.953191
12063;0.874620;0.697790;-0.954240
12064;0.877425;0.694658;-0.955278
12065;0.880201;0.691513;-0.956305
12066;0.882948;0.688355;-0.957319
12067;0.885664;0.685183;-0.958323
12068;0.888350;0.681998;-0.959314
12069;0.891007;0.678801;-0.960294
12070;0.893633;0.675590;-0.961262
12071;0.896229;0.672367;-0.962218
12072;0.898794;0.669131;-0.963163
12073;0.901329;0.665882;-0.964095
12074;0.903834;0.662620;-0.965016
12075;0.906308;0.659346;-0.965926
12076;0.908751;0.656059;-0.966823
12077;0.911164;0.652760;-0.967709
12078;0.913545;0.649448;-0.968583
12079;0.915896;0.646124;-0.969445
12080;0.918216;0.642788;-0.970296
12081;0.920505;0.639439;-0.971134
12082;0.922762;0.636078;-0.971961
12083;0.924989;0.632705;-0.972776
12084;0.927184;0.629320;-0.973579
12085;0.929348;0.625923;-0.974370
12086;0.931480;0.622515;-0.975149
12087;0.933580;0.619094;-0.975917
12088;0.935650;0.615661;-0.976672
12089;0.937687;0.612217;-0.977416
12090;0.939693;0.608761;-0.978148
12091;0.941666;0.605294;-0.978867
12092;0.943609;0.601815;-0.979575
12093;0.945519;0.598325;-0.980271
12094;0.947397;0.594823;-0.980955
12095;0.949243;0.591310;-0.981627
12096;0.951057;0.587785;-0.982287
12097;0.952838;0.584250;-0.982935
12098;0.954588;0.580703;-0.983571
12099;0.956305;0.577145;-0.984196
12100;0.957990;0.573576;-0.984808
12101;0.959642;0.569997;-0.985408
12102;0.961262;0.566406;-0.985996
12103;0.962849;0.562805;-0.986572
12104;0.964404;0.559193;-0.987136
12105;0.965926;0.555570;-0.987688
12106;0.967415;0.551937;-0.988228
12107;0.968872;0.548293;-0.988756
12108;0.970296;0.544639;-0.989272
12109;0.971687;0.540974;-0.989776
12110;0.973045;0.537300;-0.990268
12111;0.974370;0.533615;-0.990748
12112;0.975662;0.529919;-0.991216
12113;0.976921;0.526214;-0.991671
12114;0.978148;0.522499;-0.992115
12115;0.979341;0.518773;-0.992546
12116;0.980500;0.515038;-0.992966
12117;0.981627;0.511293;-0.993373
12118;0.982721;0.507538;-0.993768
12119;0.983781;0.503774;-0.994151
12120;0.984808;0.500000;-0.994522
12121;0.985801;0.496217;-0.994881
12122;0.986762;0.492424;-0.995227
12123;0.987688;0.488621;-0.995562
12124;0.988582;0.484810;-0.995884
12125;0.989442;0.480989;-0.996195
12126;0.990268;0.477159;-0.996493
12127;0.991061;0.473320;-0.996779
12128;0.991820;0.469472;-0.997053
12129;0.992546;0.465615;-0.997314
12130;0.993238;0.461749;-0.997564
12131;0.993897;0.457874;-0.997801
12132;0.994522;0.453990;-0.998027
12133;0.995113;0.450098;-0.998240
12134;0.995671;0.446198;-0.998441
12135;0.996195;0.442289;-0.998630
12136;0.996685;0.438371;-0.998806
12137;0.997141;0.434445;-0.998971
12138;0.997564;0.430511;-0.999123
12139;0.997953;0.426569;-0.999263
12140;0.998308;0.422618;-0.999391
12141;0.998630;0.418660;-0.999507
12142;0.998917;0.414693;-0.999610
12143;0.999171;0.410719;-0.999701
12144;0.999391;0.406737;-0.999781
12145;0.999577;0.402747;-0.999848
12146;0.999729;0.398749;-0.999903
12147;0.999848;0.394744;-0.999945
12148;0.999932;0.390731;-0.999976
12149;0.999983;0.386711;-0.999994
12150;1.000000;0.382683;-1.000000
12151;0.999983;0.378649;-0.999994
12152;0.999932;0.374607;-0.999976
12153;0.999848;0.370557;-0.999945
12154;0.999729;0.366501;-0.999903
12155;0.999577;0.362438;-0.999848
12156;0.999391;0.358368;-0.999781
12157;0.999171;0.354291;-0.999701
12158;0.998917;0.350207;-0.999610
12159;0.998630;0.346117;-0.999507
12160;0.998308;0.342020;-0.999391
12161;0.997953;0.337917;-0.999263
12162;0.997564;0.333807;-0.999123
12163;0.997141;0.329691;-0.998971
12164;0.996685;0.325568;-0.998806
12165;0.996195;0.321439;-0.998630
12166;0.995671;0.317305;-0.998441
12167;0.995113;0.313164;-0.998240
12168;0.994522;0.309017;-0.998027
12169;0.993897;0.304864;-0.997801
12170;0.993238;0.300706;-0.997564
12171;0.992546;0.296542;-0.997314
12172;0.991820;0.292372;-0.997053
12173;0.991061;0.288196;-0.996779
12174;0.990268;0.284015;-0.996493
12175;0.989442;0.279829;-0.996195
12176;0.988582;0.275637;-0.995884
12177;0.987688;0.271440;-0.995562
12178;0.986762;0.267238;-0.995227
12179;0.985801;0.263031;-0.994881
12180;0.984808;0.258819;-0.994522
12181;0.983781;0.254602;-0.994151
12182;0.982721;0.250380;-0.993768
12183;0.981627;0.246153;-0.993373
12184;0.980500;0.241922;-0.992966
12185;0.979341;0.237686;-0.992546
12186;0.978148;0.233445;-0.992115
12187;0.976921;0.229200;-0.991671
12188;0.975662;0.224951;-0.991216
12189;0.974370;0.220697;-0.990748
12190;0.973045;0.216440;-0.990268
12191;0.971687;0.212178;-0.989776
12192;0.970296;0.207912;-0.989272
12193;0.968872;0.203642;-0.988756
12194;0.967415;0.199368;-0.988228
12195;0.965926;0.195090;-0.987688
12196;0.964404;0.190809;-0.987136
12197;0.962849;0.186524;-0.986572
12198;0.961262;0.182236;-0.985996
12199;0.959642;0.177944;-0.985408
12200;0.957990;0.173648;-0.984808
12201;0.956305;0.169350;-0.984196
12202;0.954588;0.165048;-0.983571
12203;0.952838;0.160743;-0.982935
12204;0.951057;0.156434;-0.982287
12205;0.949243;0.152123;-0.981627
12206;0.947397;0.147809;-0.980955
12207;0.945519;0.143493;-0.980271
12208;0.943609;0.139173;-0.979575
12209;0.941666;0.134851;-0.978867
12210;0.939693;0.130526;-0.978148
12211;0.937687;0.126199;-0.977416
12212;0.935650;0.121869;-0.976672
12213;0.933580;0.117537;-0.975917
12214;0.931480;0.113203;-0.975149
12215;0.929348;0.108867;-0.974370
12216;0.927184;0.104528;-0.973579
12217;0.924989;0.100188;-0.972776
12218;0.922762;0.095846;-0.971961
12219;0.920505;0.091502;-0.971134
12220;0.918216;0.087156;-0.970296
12221;0.915896;0.082808;-0.969445
12222;0.913545;0.078459;-0.968583
12223;0.911164;0.074108;-0.967709
12224;0.908751;0.069756;-0.966823
12225;0.906308;0.065403;-0.965926
12226;0.903834;0.061049;-0.965016
12227;0.901329;0.056693;-0.964095
12228;0.898794;0.052336;-0.963163
12229;0.896229;0.047978;-0.962218
12230;0.893633;0.043619;-0.961262
12231;0.891007;0.039260;-0.960294
12232;0.888350;0.034899;-0.959314
12233;0.885664;0.030539;-0.958323
12234;0.882948;0.026177;-0.957319
12235;0.880201;0.021815;-0.956305
12236;0.877425;0.017452;-0.955278
12237;0.874620;0.013090;-0.954240
12238;0.871784;0.008727;-0.953191
12239;0.868920;0.004363;-0.952129
12240;0.866025;-0.000000;-0.951057
12241;0.863102;-0.004363;-0.949972
12242;0.860149;-0.008727;-0.948876
12243;0.857167;-0.013090;-0.947768
12244;0.854156;-0.017452;-0.946649
12245;0.851117;-0.021815;-0.945519
12246;0.848048;-0.026177;-0.944376
12247;0.844951;-0.030539;-0.943223
12248;0.841825;-0.034899;-0.942057
12249;0.838671;-0.039260;-0.940881
12250;0.835488;-0.043619;-0.939693
12251;0.832277;-0.047978;-0.938493
12252;0.829038;-0.052336;-0.937282
12253;0.825770;-0.056693;-0.936060
12254;0.822475;-0.061049;-0.934826
12255;0.819152;-0.065403;-0.933580
12256;0.815801;-0.069756;-0.932324
12257;0.812423;-0.074108;-0.931056
12258;0.809017;-0.078459;-0.929776
12259;0.805584;-0.082808;-0.928486
12260;0.802123;-0.087156;-0.927184
12261;0.798636;-0.091502;-0.925871
12262;0.795121;-0.095846;-0.924546
12263;0.791579;-0.100188;-0.923210
12264;0.788011;-0.104528;-0.921863
12265;0.784416;-0.108867;-0.920505
12266;0.780794;-0.113203;-0.919135
12267;0.777146;-0.117537;-0.917755
12268;0.773472;-0.121869;-0.916363
12269;0.769771;-0.126199;-0.914960
12270;0.766044;-0.130526;-0.913545
12271;0.762292;-0.134851;-0.912120
12272;0.758514;-0.139173;-0.910684
12273;0.754710;-0.143493;-0.909236
12274;0.750880;-0.147809;-0.907777
12275;0.747025;-0.152123;-0.906308
12276;0.743145;-0.156434;-0.904827
12277;0.739239;-0.160743;-0.903335
12278;0.735309;-0.165048;-0.901833
12279;0.731354;-0.169350;-0.900319
12280;0.727374;-0.173648;-0.898794
12281;0.723369;-0.177944;-0.897258
12282;0.719340;-0.182236;-0.895712
12283;0.715286;-0.186524;-0.894154
12284;0.711209;-0.190809;-0.892586
12285;0.707107;-0.195090;-0.891007
12286;0.702981;-0.199368;-0.889416
12287;0.698832;-0.203642;-0.887815
12288;0.694658;-0.207912;-0.886204
12289;0.690462;-0.212178;-0.884581
12290;0.686242;-0.216440;-0.882948
12291;0.681998;-0.220697;-0.881303
12292;0.677732;-0.224951;-0.879649
12293;0.673443;-0.229200;-0.877983
12294;0.669131;-0.233445;-0.876307
12295;0.664796;-0.237686;-0.874620
12296;0.660439;-0.241922;-0.872922
12297;0.656059;-0.246153;-0.871214
12298;0.651657;-0.250380;-0.869495
12299;0.647233;-0.254602;-0.867765
12300;0.642788;-0.258819;-0.866025
12301;0.638320;-0.263031;-0.864275
12302;0.633831;-0.267238;-0.862514
12303;0.629320;-0.271440;-0.860742
12304;0.624789;-0.275637;-0.858960
12305;0.620235;-0.279829;-0.857167
12306;0.615661;-0.284015;-0.855364
12307;0.611067;-0.288196;-0.853551
12308;0.606451;-0.292372;-0.851727
12309;0.601815;-0.296542;-0.849893
12310;0.597159;-0.300706;-0.848048
12311;0.592482;-0.304864;-0.846193
12312;0.587785;-0.309017;-0.844328
12313;0.583069;-0.313164;-0.842452
12314;0.578332;-0.317305;-0.840567
12315;0.573576;-0.321439;-0.838671
12316;0.568801;-0.325568;-0.836764
12317;0.564007;-0.329691;-0.834848
12318;0.559193;-0.333807;-0.832921
12319;0.554360;-0.337917;-0.830984
12320;0.549509;-0.342020;-0.829038
12321;0.544639;-0.346117;-0.827081
12322;0.539751;-0.350207;-0.825113
12323;0.534844;-0.354291;-0.823136
12324;0.529919;-0.358368;-0.821149
12325;0.524977;-0.362438;-0.819152
12326;0.520016;-0.366501;-0.817145
12327;0.515038;-0.370557;-0.815128
12328;0.510043;-0.374607;-0.813101
12329;0.505030;-0.378649;-0.811064
12330;0.500000;-0.382683;-0.809017
12331;0.494953;-0.386711;-0.806960
12332;0.489890;-0.390731;-0.804894
12333;0.484810;-0.394744;-0.802817
12334;0.479713;-0.398749;-0.800731
12335;0.474600;-0.402747;-0.798636
12336;0.469472;-0.406737;-0.796530
12337;0.464327;-0.410719;-0.794415
12338;0.459166;-0.414693;-0.792290
12339;0.453990;-0.418660;-0.790155
12340;0.448799;-0.422618;-0.788011
12341;0.443593;-0.426569;-0.785857
12342;0.438371;-0.430511;-0.783693
12343;0.433135;-0.434445;-0.781520
12344;0.427884;-0.438371;-0.779338
12345;0.422618;-0.442289;-0.777146
12346;0.417338;-0.446198;-0.774944
12347;0.412045;-0.450098;-0.772734
12348;0.406737;-0.453990;-0.770513
12349;0.401415;-0.457874;-0.768284
12350;0.396080;-0.461749;-0.766044
12351;0.390731;-0.465615;-0.763796
12352;0.385369;-0.469472;-0.761538
12353;0.379994;-0.473320;-0.759271
12354;0.374607;-0.477159;-0.756995
12355;0.369206;-0.480989;-0.754710
12356;0.363793;-0.484810;-0.752415
12357;0.358368;-0.488621;-0.750111
12358;0.352931;-0.492424;-0.747798
12359;0.347481;-0.496217;-0.745476
12360;0.342020;-0.500000;-0.743145
12361;0.336547;-0.503774;-0.740805
12362;0.331063;-0.507538;-0.738455
12363;0.325568;-0.511293;-0.736097
12364;0.320062;-0.515038;-0.733730
12365;0.314545;-0.518773;-0.731354
12366;0.309017;-0.522499;-0.728969
12367;0.303479;-0.526214;-0.726575
12368;0.297930;-0.529919;-0.724172
12369;0.292372;-0.533615;-0.721760
12370;0.286803;-0.537300;-0.719340
12371;0.281225;-0.540974;-0.716911
12372;0.275637;-0.544639;-0.714473
12373;0.270040;-0.548293;-0.712026
12374;0.264434;-0.551937;-0.709571
12375;0.258819;-0.555570;-0.707107
12376;0.253195;-0.559193;-0.704634
12377;0.247563;-0.562805;-0.702153
12378;0.241922;-0.566406;-0.699663
12379;0.236273;-0.569997;-0.697165
12380;0.230616;-0.573576;-0.694658
12381;0.224951;-0.577145;-0.692143
12382;0.219279;-0.580703;-0.689620
12383;0.213599;-0.584250;-0.687088
12384;0.207912;-0.587785;-0.684547
12385;0.202218;-0.591310;-0.681998
12386;0.196517;-0.594823;-0.679441
12387;0.190809;-0.598325;-0.676876
12388;0.185095;-0.601815;-0.674302
12389;0.179375;-0.605294;-0.671721
12390;0.173648;-0.608761;-0.669131
12391;0.167916;-0.612217;-0.666532
12392;0.162178;-0.615661;-0.663926
12393;0.156434;-0.619094;-0.661312
12394;0.150686;-0.622515;-0.658689
12395;0.144932;-0.625923;-0.656059
12396;0.139173;-0.629320;-0.653421
12397;0.133410;-0.632705;-0.650774
12398;0.127642;-0.636078;-0.648120
12399;0.121869;-0.639439;-0.645458
12400;0.116093;-0.642788;-0.642788
12401;0.110313;-0.646124;-0.640110
12402;0.104528;-0.649448;-0.637424
12403;0.098741;-0.652760;-0.634731
12404;0.092950;-0.656059;-0.632029
12405;0.087156;-0.659346;-0.629320
12406;0.081359;-0.662620;-0.626604
12407;0.075559;-0.665882;-0.623880
12408;0.069756;-0.669131;-0.621148
12409;0.063952;-0.672367;-0.618408
12410;0.058145;-0.675590;-0.615661
12411;0.052336;-0.678801;-0.612907
12412;0.046525;-0.681998;-0.610145
12413;0.040713;-0.685183;-0.607376
12414;0.034899;-0.688355;-0.604599
12415;0.029085;-0.691513;-0.601815
12416;0.023269;-0.694658;-0.599024
12417;0.017452;-0.697790;-0.596225
12418;0.011635;-0.700909;-0.593419
12419;0.005818;-0.704015;-0.590606
12420;0.000000;-0.707107;-0.587785
12421;-0.005818;-0.710185;-0.584958
12422;-0.011635;-0.713250;-0.582123
12423;-0.017452;-0.716302;-0.579281
12424;-0.023269;-0.719340;-0.576432
12425;-0.029085;-0.722364;-0.573576
12426;-0.034899;-0.725374;-0.570714
12427;-0.040713;-0.728371;-0.567844
12428;-0.046525;-0.731354;-0.564967
12429;-0.052336;-0.734323;-0.562083
12430;-0.058145;-0.737277;-0.559193
12431;-0.063952;-0.740218;-0.556296
12432;-0.069756;-0.743145;-0.553392
12433;-0.075559;-0.746057;-0.550481
12434;-0.081359;-0.748956;-0.547563
12435;-0.087156;-0.751840;-0.544639
12436;-0.092950;-0.754710;-0.541708
12437;-0.098741;-0.757565;-0.538771
12438;-0.104528;-0.760406;-0.535827
12439;-0.110313;-0.763232;-0.532876
12440;-0.116093;-0.766044;-0.529919
12441;-0.121869;-0.768842;-0.526956
12442;-0.127642;-0.771625;-0.523986
12443;-0.133410;-0.774393;-0.521010
12444;-0.139173;-0.777146;-0.518027
12445;-0.144932;-0.779884;-0.515038
12446;-0.150686;-0.782608;-0.512043
12447;-0.156434;-0.785317;-0.509041
12448;-0.162178;-0.788011;-0.506034
12449;-0.167916;-0.790690;-0.503020
12450;-0.173648;-0.793353;-0.500000
12451;-0.179375;-0.796002;-0.496974
12452;-0.185095;-0.798636;-0.493942
12453;-0.190809;-0.801254;-0.490904
12454;-0.196517;-0.803857;-0.487860
12455;-0.202218;-0.806445;-0.484810
12456;-0.207912;-0.809017;-0.481754
12457;-0.213599;-0.811574;-0.478692
12458;-0.219279;-0.814116;-0.475624
12459;-0.224951;-0.816642;-0.472551
12460;-0.230616;-0.819152;-0.469472
12461;-0.236273;-0.821647;-0.466387
12462;-0.241922;-0.824126;-0.463296
12463;-0.247563;-0.826590;-0.460200
12464;-0.253195;-0.829038;-0.457098
12465;-0.258819;-0.831470;-0.453990
12466;-0.264434;-0.833886;-0.450878
12467;-0.270040;-0.836286;-0.447759
12468;-0.275637;-0.838671;-0.444635
12469;-0.281225;-0.841039;-0.441506
12470;-0.286803;-0.843391;-0.438371
12471;-0.292372;-0.845728;-0.435231
12472;-0.297930;-0.848048;-0.432086
12473;-0.303479;-0.850352;-0.428935
12474;-0.309017;-0.852640;-0.425779
12475;-0.314545;-0.854912;-0.422618
12476;-0.320062;-0.857167;-0.419452
12477;-0.325568;-0.859406;-0.416281
12478;-0.331063;-0.861629;-0.413104
12479;-0.336547;-0.863836;-0.409923
12480;-0.342020;-0.866025;-0.406737
12481;-0.347481;-0.868199;-0.403545
12482;-0.352931;-0.870356;-0.400349
12483;-0.358368;-0.872496;-0.397148
12484;-0.363793;-0.874620;-0.393942
12485;-0.369206;-0.876727;-0.390731
12486;-0.374607;-0.878817;-0.387516
12487;-0.379994;-0.880891;-0.384295
12488;-0.385369;-0.882948;-0.381070
12489;-0.390731;-0.884988;-0.377841
12490;-0.396080;-0.887011;-0.374607
12491;-0.401415;-0.889017;-0.371368
12492;-0.406737;-0.891007;-0.368125
12493;-0.412045;-0.892979;-0.364877
12494;-0.417338;-0.894934;-0.361625
12495;-0.422618;-0.896873;-0.358368
12496;-0.427884;-0.898794;-0.355107
12497;-0.433135;-0.900698;-0.351842
12498;-0.438371;-0.902585;-0.348572
12499;-0.443593;-0.904455;-0.345298
12500;-0.448799;-0.906308;-0.342020
12501;-0.453990;-0.908143;-0.338738
12502;-0.459166;-0.909961;-0.335452
12503;-0.464327;-0.911762;-0.332161
12504;-0.469472;-0.913545;-0.328867
12505;-0.474600;-0.915311;-0.325568
12506;-0.479713;-0.917060;-0.322266
12507;-0.484810;-0.918791;-0.318959
12508;-0.489890;-0.920505;-0.315649
12509;-0.494953;-0.922201;-0.312335
12510;-0.500000;-0.923880;-0.309017
12511;-0.505030;-0.925541;-0.305695
12512;-0.510043;-0.927184;-0.302370
12513;-0.515038;-0.928810;-0.299041
12514;-0.520016;-0.930418;-0.295708
12515;-0.524977;-0.932008;-0.292372
12516;-0.529919;-0.933580;-0.289032
12517;-0.534844;-0.935135;-0.285688
12518;-0.539751;-0.936672;-0.282341
12519;-0.544639;-0.938191;-0.278991
12520;-0.549509;-0.939693;-0.275637
12521;-0.554360;-0.941176;-0.272280
12522;-0.559193;-0.942641;-0.268920
12523;-0.564007;-0.944089;-0.265556
12524;-0.568801;-0.945519;-0.262189
12525;-0.573576;-0.946930;-0.258819
12526;-0.578332;-0.948324;-0.255446
12527;-0.583069;-0.949699;-0.252069
12528;-0.587785;-0.951057;-0.248690
12529;-0.592482;-0.952396;-0.245307
12530;-0.597159;-0.953717;-0.241922
12531;-0.601815;-0.955020;-0.238533
12532;-0.606451;-0.956305;-0.235142
12533;-0.611067;-0.957571;-0.231748
12534;-0.615661;-0.958820;-0.228351
12535;-0.620235;-0.960050;-0.224951
12536;-0.624789;-0.961262;-0.221548
12537;-0.629320;-0.962455;-0.218143
12538;-0.633831;-0.963630;-0.214735
12539;-0.638320;-0.964787;-0.211325
12540;-0.642788;-0.965926;-0.207912
12541;-0.647233;-0.967046;-0.204496
12542;-0.651657;-0.968148;-0.201078
12543;-0.656059;-0.969231;-0.197657
12544;-0.660439;-0.970296;-0.194234
12545;-0.664796;-0.971342;-0.190809
12546;-0.669131;-0.972370;-0.187381
12547;-0.673443;-0.973379;-0.183951
12548;-0.677732;-0.974370;-0.180519
12549;-0.681998;-0.975342;-0.177085
12550;-0.686242;-0.976296;-0.173648
12551;-0.690462;-0.977231;-0.170209
12552;-0.694658;-0.978148;-0.166769
12553;-0.698832;-0.979045;-0.163326
12554;-0.702981;-0.979925;-0.159881
12555;-0.707107;-0.980785;-0.156434
12556;-0.711209;-0.981627;-0.152986
12557;-0.715286;-0.982450;-0.149535
12558;-0.719340;-0.983255;-0.146083
12559;-0.723369;-0.984041;-0.142629
12560;-0.727374;-0.984808;-0.139173
12561;-0.731354;-0.985556;-0.135716
12562;-0.735309;-0.986286;-0.132256
12563;-0.739239;-0.986996;-0.128796
12564;-0.743145;-0.987688;-0.125333
12565;-0.747025;-0.988362;-0.121869
12566;-0.750880;-0.989016;-0.118404
12567;-0.754710;-0.989651;-0.114937
12568;-0.758514;-0.990268;-0.111469
12569;-0.762292;-0.990866;-0.107999
12570;-0.766044;-0.991445;-0.104528
12571;-0.769771;-0.992005;-0.101056
12572;-0.773472;-0.992546;-0.097583
12573;-0.777146;-0.993068;-0.094108
12574;-0.780794;-0.993572;-0.090633
12575;-0.784416;-0.994056;-0.087156
12576;-0.788011;-0.994522;-0.083678
12577;-0.791579;-0.994969;-0.080199
12578;-0.795121;-0.995396;-0.076719
12579;-0.798636;-0.995805;-0.073238
12580;-0.802123;-0.996195;-0.069756
12581;-0.805584;-0.996566;-0.066274
12582;-0.809017;-0.996917;-0.062791
12583;-0.812423;-0.997250;-0.059306
12584;-0.815801;-0.997564;-0.055822
12585;-0.819152;-0.997859;-0.052336
12586;-0.822475;-0.998135;-0.048850
12587;-0.825770;-0.998392;-0.045363
12588;-0.829038;-0.998630;-0.041876
12589;-0.832277;-0.998848;-0.038388
12590;-0.835488;-0.999048;-0.034899
12591;-0.838671;-0.999229;-0.031411
12592;-0.841825;-0.999391;-0.027922
12593;-0.844951;-0.999534;-0.024432
12594;-0.848048;-0.999657;-0.020942
12595;-0.851117;-0.999762;-0.017452
12596;-0.854156;-0.999848;-0.013962
12597;-0.857167;-0.999914;-0.010472
12598;-0.860149;-0.999962;-0.006981
12599;-0.863102;-0.999990;-0.003491
12600;-0.866025;-1.000000;-0.000000
12601;-0.868920;-0.999990;0.003491
12602;-0.871784;-0.999962;0.006981
12603;-0.874620;-0.999914;0.010472
12604;-0.877425;-0.999848;0.013962
12605;-0.880201;-0.999762;0.017452
12606;-0.882948;-0.999657;0.020942
12607;-0.885664;-0.999534;0.024432
12608;-0.888350;-0.999391;0.027922
12609;-0.891007;-0.999229;0.031411
12610;-0.893633;-0.999048;0.034899
12611;-0.896229;-0.998848;0.038388
12612;-0.898794;-0.998630;0.041876
12613;-0.901329;-0.998392;0.045363
12614;-0.903834;-0.998135;0.048850
12615;-0.906308;-0.997859;0.052336
12616;-0.908751;-0.997564;0.055822
12617;-0.911164;-0.997250;0.059306
12618;-0.913545;-0.996917;0.062791
12619;-0.915896;-0.996566;0.066274
12620;-0.918216;-0.996195;0.069756
12621;-0.920505;-0.995805;0.073238
12622;-0.922762;-0.995396;0.076719
12623;-0.924989;-0.994969;0.080199
12624;-0.927184;-0.994522;0.083678
12625;-0.929348;-0.994056;0.087156
12626;-0.931480;-0.993572;0.090633
12627;-0.933580;-0.993068;0.094108
12628;-0.935650;-0.992546;0.097583
12629;-0.937687;-0.992005;0.101056
12630;-0.939693;-0.991445;0.104528
12631;-0.941666;-0.990866;0.107999
12632;-0.943609;-0.990268;0.111469
12633;-0.945519;-0.989651;0.114937
12634;-0.947397;-0.989016;0.118404
12635;-0.949243;-0.988362;0.121869
12636;-0.951057;-0.987688;0.125333
12637;-0.952838;-0.986996;0.128796
12638;-0.954588;-0.986286;0.132256
12639;-0.956305;-0.985556;0.135716
12640;-0.957990;-0.984808;0.139173
12641;-0.959642;-0.984041;0.142629
12642;-0.961262;-0.983255;0.146083
12643;-0.962849;-0.982450;0.149535
12644;-0.964404;-0.981627;0.152986
12645;-0.965926;-0.980785;0.156434
12646;-0.967415;-0.979925;0.159881
12647;-0.968872;-0.979045;0.163326
12648;-0.970296;-0.978148;0.166769
12649;-0.971687;-0.977231;0.170209
12650;-0.973045;-0.976296;0.173648
12651;-0.974370;-0.975342;0.177085
12652;-0.975662;-0.974370;0.180519
12653;-0.976921;-0.973379;0.183951
12654;-0.978148;-0.972370;0.187381
12655;-0.979341;-0.971342;0.190809
12656;-0.980500;-0.970296;0.194234
12657;-0.981627;-0.969231;0.197657
12658;-0.982721;-0.968148;0.201078
12659;-0.983781;-0.967046;0.204496
12660;-0.984808;-0.965926;0.207912
12661;-0.985801;-0.964787;0.211325
12662;-0.986762;-0.963630;0.214735
12663;-0.987688;-0.962455;0.218143
12664;-0.988582;-0.961262;0.221548
12665;-0.989442;-0.960050;0.224951
12666;-0.990268;-0.958820;0.228351
12667;-0.991061;-0.957571;0.231748
12668;-0.991820;-0.956305;0.235142
12669;-0.992546;-0.955020;0.238533
12670;-0.993238;-0.953717;0.241922
12671;-0.993897;-0.952396;0.245307
12672;-0.994522;-0.951057;0.248690
12673;-0.995113;-0.949699;0.252069
12674;-0.995671;-0.948324;0.255446
12675;-0.996195;-0.946930;0.258819
12676;-0.996685;-0.945519;0.262189
12677;-0.997141;-0.944089;0.265556
12678;-0.997564;-0.942641;0.268920
12679;-0.997953;-0.941176;0.272280
12680;-0.998308;-0.939693;0.275637
12681;-0.998630;-0.938191;0.278991
12682;-0.998917;-0.936672;0.282341
12683;-0.999171;-0.935135;0.285688
12684;-0.999391;-0.933580;0.289032
12685;-0.999577;-0.932008;0.292372
12686;-0.999729;-0.930418;0.295708
12687;-0.999848;-0.928810;0.299041
12688;-0.999932;-0.927184;0.302370
12689;-0.999983;-0.925541;0.305695
12690;-1.000000;-0.923880;0.309017
12691;-0.999983;-0.922201;0.312335
12692;-0.999932;-0.920505;0.315649
12693;-0.999848;-0.918791;0.318959
12694;-0.999729;-0.917060;0.322266
12695;-0.999577;-0.915311;0.325568
12696;-0.999391;-0.913545;0.328867
12697;-0.999171;-0.911762;0.332161
12698;-0.998917;-0.909961;0.335452
12699;-0.998630;-0.908143;0.338738
12700;-0.998308;-0.906308;0.342020
12701;-0.997953;-0.904455;0.345298
12702;-0.997564;-0.902585;0.348572
12703;-0.997141;-0.900698;0.351842
12704;-0.996685;-0.898794;0.355107
