i;x;y;z
0;0.000000;0.000000;0.000000
1;0.005818;0.004363;0.003491
2;0.011635;0.008727;0.006981
3;0.017452;0.013090;0.010472
4;0.023269;0.017452;0.013962
5;0.029085;0.021815;0.017452
6;0.034899;0.026177;0.020942
7;0.040713;0.030539;0.024432
8;0.046525;0.034899;0.027922
9;0.052336;0.039260;0.031411
10;0.058145;0.043619;0.034899
11;0.063952;0.047978;0.038388
12;0.069756;0.052336;0.041876
13;0.075559;0.056693;0.045363
14;0.081359;0.061049;0.048850
15;0.087156;0.065403;0.052336
16;0.092950;0.069756;0.055822
17;0.098741;0.074108;0.059306
18;0.104528;0.078459;0.062791
19;0.110313;0.082808;0.066274
20;0.116093;0.087156;0.069756
21;0.121869;0.091502;0.073238
22;0.127642;0.095846;0.076719
23;0.133410;0.100188;0.080199
24;0.139173;0.104528;0.083678
25;0.144932;0.108867;0.087156
26;0.150686;0.113203;0.090633
27;0.156434;0.117537;0.094108
28;0.162178;0.121869;0.097583
29;0.167916;0.126199;0.101056
30;0.173648;0.130526;0.104528
31;0.179375;0.134851;0.107999
32;0.185095;0.139173;0.111469
33;0.190809;0.143493;0.114937
34;0.196517;0.147809;0.118404
35;0.202218;0.152123;0.121869
36;0.207912;0.156434;0.125333
37;0.213599;0.160743;0.128796
38;0.219279;0.165048;0.132256
39;0.224951;0.169350;0.135716
40;0.230616;0.173648;0.139173
41;0.236273;0.177944;0.142629
42;0.241922;0.182236;0.146083
43;0.247563;0.186524;0.149535
44;0.253195;0.190809;0.152986
45;0.258819;0.195090;0.156434
46;0.264434;0.199368;0.159881
47;0.270040;0.203642;0.163326
48;0.275637;0.207912;0.166769
49;0.281225;0.212178;0.170209
50;0.286803;0.216440;0.173648
51;0.292372;0.220697;0.177085
52;0.297930;0.224951;0.180519
53;0.303479;0.229200;0.183951
54;0.309017;0.233445;0.187381
55;0.314545;0.237686;0.190809
56;0.320062;0.241922;0.194234
57;0.325568;0.246153;0.197657
58;0.331063;0.250380;0.201078
59;0.336547;0.254602;0.204496
60;0.342020;0.258819;0.207912
61;0.347481;0.263031;0.211325
62;0.352931;0.267238;0.214735
63;0.358368;0.271440;0.218143
64;0.363793;0.275637;0.221548
65;0.369206;0.279829;0.224951
66;0.374607;0.284015;0.228351
67;0.379994;0.288196;0.231748
68;0.385369;0.292372;0.235142
69;0.390731;0.296542;0.238533
70;0.396080;0.300706;0.241922
71;0.401415;0.304864;0.245307
72;0.406737;0.309017;0.248690
73;0.412045;0.313164;0.252069
74;0.417338;0.317305;0.255446
75;0.422618;0.321439;0.258819
76;0.427884;0.325568;0.262189
77;0.433135;0.329691;0.265556
78;0.438371;0.333807;0.268920
79;0.443593;0.337917;0.272280
80;0.448799;0.342020;0.275637
81;0.453990;0.346117;0.278991
82;0.459166;0.350207;0.282341
83;0.464327;0.354291;0.285688
84;0.469472;0.358368;0.289032
85;0.474600;0.362438;0.292372
86;0.479713;0.366501;0.295708
87;0.484810;0.370557;0.299041
88;0.489890;0.374607;0.302370
89;0.494953;0.378649;0.305695
90;0.500000;0.382683;0.309017
91;0.505030;0.386711;0.312335
92;0.510043;0.390731;0.315649
93;0.515038;0.394744;0.318959
94;0.520016;0.398749;0.322266
95;0.524977;0.402747;0.325568
96;0.529919;0.406737;0.328867
97;0.534844;0.410719;0.332161
98;0.539751;0.414693;0.335452
99;0.544639;0.418660;0.338738
100;0.549509;0.422618;0.342020
101;0.554360;0.426569;0.345298
102;0.559193;0.430511;0.348572
103;0.564007;0.434445;0.351842
104;0.568801;0.438371;0.355107
105;0.573576;0.442289;0.358368
106;0.578332;0.446198;0.361625
107;0.583069;0.450098;0.364877
108;0.587785;0.453990;0.368125
109;0.592482;0.457874;0.371368
110;0.597159;0.461749;0.374607
111;0.601815;0.465615;0.377841
112;0.606451;0.469472;0.381070
113;0.611067;0.473320;0.384295
114;0.615661;0.477159;0.387516
115;0.620235;0.480989;0.390731
116;0.624789;0.484810;0.393942
117;0.629320;0.488621;0.397148
118;0.633831;0.492424;0.400349
119;0.638320;0.496217;0.403545
120;0.642788;0.500000;0.406737
121;0.647233;0.503774;0.409923
122;0.651657;0.507538;0.413104
123;0.656059;0.511293;0.416281
124;0.660439;0.515038;0.419452
125;0.664796;0.518773;0.422618
126;0.669131;0.522499;0.425779
127;0.673443;0.526214;0.428935
128;0.677732;0.529919;0.432086
129;0.681998;0.533615;0.435231
130;0.686242;0.537300;0.438371
131;0.690462;0.540974;0.441506
132;0.694658;0.544639;0.444635
133;0.698832;0.548293;0.447759
134;0.702981;0.551937;0.450878
135;0.707107;0.555570;0.453990
136;0.711209;0.559193;0.457098
137;0.715286;0.562805;0.460200
138;0.719340;0.566406;0.463296
139;0.723369;0.569997;0.466387
140;0.727374;0.573576;0.469472
141;0.731354;0.577145;0.472551
142;0.735309;0.580703;0.475624
143;0.739239;0.584250;0.478692
144;0.743145;0.587785;0.481754
145;0.747025;0.591310;0.484810
146;0.750880;0.594823;0.487860
147;0.754710;0.598325;0.490904
148;0.758514;0.601815;0.493942
149;0.762292;0.605294;0.496974
150;0.766044;0.608761;0.500000
151;0.769771;0.612217;0.503020
152;0.773472;0.615661;0.506034
153;0.777146;0.619094;0.509041
154;0.780794;0.622515;0.512043
155;0.784416;0.625923;0.515038
156;0.788011;0.629320;0.518027
157;0.791579;0.632705;0.521010
158;0.795121;0.636078;0.523986
159;0.798636;0.639439;0.526956
160;0.802123;0.642788;0.529919
161;0.805584;0.646124;0.532876
162;0.809017;0.649448;0.535827
163;0.812423;0.652760;0.538771
164;0.815801;0.656059;0.541708
165;0.819152;0.659346;0.544639
166;0.822475;0.662620;0.547563
167;0.825770;0.665882;0.550481
168;0.829038;0.669131;0.553392
169;0.832277;0.672367;0.556296
170;0.835488;0.675590;0.559193
171;0.838671;0.678801;0.562083
172;0.841825;0.681998;0.564967
173;0.844951;0.685183;0.567844
174;0.848048;0.688355;0.570714
175;0.851117;0.691513;0.573576
176;0.854156;0.694658;0.576432
177;0.857167;0.697790;0.579281
178;0.860149;0.700909;0.582123
179;0.863102;0.704015;0.584958
180;0.866025;0.707107;0.587785
181;0.868920;0.710185;0.590606
182;0.871784;0.713250;0.593419
183;0.874620;0.716302;0.596225
184;0.877425;0.719340;0.599024
185;0.880201;0.722364;0.601815
186;0.882948;0.725374;0.604599
187;0.885664;0.728371;0.607376
188;0.888350;0.731354;0.610145
189;0.891007;0.734323;0.612907
190;0.893633;0.737277;0.615661
191;0.896229;0.740218;0.618408
192;0.898794;0.743145;0.621148
193;0.901329;0.746057;0.623880
194;0.903834;0.748956;0.626604
195;0.906308;0.751840;0.629320
196;0.908751;0.754710;0.632029
197;0.911164;0.757565;0.634731
198;0.913545;0.760406;0.637424
199;0.915896;0.763232;0.640110
200;0.918216;0.766044;0.642788
201;0.920505;0.768842;0.645458
202;0.922762;0.771625;0.648120
203;0.924989;0.774393;0.650774
204;0.927184;0.777146;0.653421
205;0.929348;0.779884;0.656059
206;0.931480;0.782608;0.658689
207;0.933580;0.785317;0.661312
208;0.935650;0.788011;0.663926
209;0.937687;0.790690;0.666532
210;0.939693;0.793353;0.669131
211;0.941666;0.796002;0.671721
212;0.943609;0.798636;0.674302
213;0.945519;0.801254;0.676876
214;0.947397;0.803857;0.679441
215;0.949243;0.806445;0.681998
216;0.951057;0.809017;0.684547
217;0.952838;0.811574;0.687088
218;0.954588;0.814116;0.689620
219;0.956305;0.816642;0.692143
220;0.957990;0.819152;0.694658
221;0.959642;0.821647;0.697165
222;0.961262;0.824126;0.699663
223;0.962849;0.826590;0.702153
224;0.964404;0.829038;0.704634
225;0.965926;0.831470;0.707107
226;0.967415;0.833886;0.709571
227;0.968872;0.836286;0.712026
228;0.970296;0.838671;0.714473
229;0.971687;0.841039;0.716911
230;0.973045;0.843391;0.719340
231;0.974370;0.845728;0.721760
232;0.975662;0.848048;0.724172
233;0.976921;0.850352;0.726575
234;0.978148;0.852640;0.728969
235;0.979341;0.854912;0.731354
236;0.980500;0.857167;0.733730
237;0.981627;0.859406;0.736097
238;0.982721;0.861629;0.738455
239;0.983781;0.863836;0.740805
240;0.984808;0.866025;0.743145
241;0.985801;0.868199;0.745476
242;0.986762;0.870356;0.747798
243;0.987688;0.872496;0.750111
244;0.988582;0.874620;0.752415
245;0.989442;0.876727;0.754710
246;0.990268;0.878817;0.756995
247;0.991061;0.880891;0.759271
248;0.991820;0.882948;0.761538
249;0.992546;0.884988;0.763796
250;0.993238;0.887011;0.766044
251;0.993897;0.889017;0.768284
252;0.994522;0.891007;0.770513
253;0.995113;0.892979;0.772734
254;0.995671;0.894934;0.774944
255;0.996195;0.896873;0.777146
256;0.996685;0.898794;0.779338
257;0.997141;0.900698;0.781520
258;0.997564;0.902585;0.783693
259;0.997953;0.904455;0.785857
260;0.998308;0.906308;0.788011
261;0.998630;0.908143;0.790155
262;0.998917;0.909961;0.792290
263;0.999171;0.911762;0.794415
264;0.999391;0.913545;0.796530
265;0.999577;0.915311;0.798636
266;0.999729;0.917060;0.800731
267;0.999848;0.918791;0.802817
268;0.999932;0.920505;0.804894
269;0.999983;0.922201;0.806960
270;1.000000;0.923880;0.809017
271;0.999983;0.925541;0.811064
272;0.999932;0.927184;0.813101
273;0.999848;0.928810;0.815128
274;0.999729;0.930418;0.817145
275;0.999577;0.932008;0.819152
276;0.999391;0.933580;0.821149
277;0.999171;0.935135;0.823136
278;0.998917;0.936672;0.825113
279;0.998630;0.938191;0.827081
280;0.998308;0.939693;0.829038
281;0.997953;0.941176;0.830984
282;0.997564;0.942641;0.832921
283;0.997141;0.944089;0.834848
284;0.996685;0.945519;0.836764
285;0.996195;0.946930;0.838671
286;0.995671;0.948324;0.840567
287;0.995113;0.949699;0.842452
288;0.994522;0.951057;0.844328
289;0.993897;0.952396;0.846193
290;0.993238;0.953717;0.848048
291;0.992546;0.955020;0.849893
292;0.991820;0.956305;0.851727
293;0.991061;0.957571;0.853551
294;0.990268;0.958820;0.855364
295;0.989442;0.960050;0.857167
296;0.988582;0.961262;0.858960
297;0.987688;0.962455;0.860742
298;0.986762;0.963630;0.862514
299;0.985801;0.964787;0.864275
300;0.984808;0.965926;0.866025
301;0.983781;0.967046;0.867765
302;0.982721;0.968148;0.869495
303;0.981627;0.969231;0.871214
304;0.980500;0.970296;0.872922
305;0.979341;0.971342;0.874620
306;0.978148;0.972370;0.876307
307;0.976921;0.973379;0.877983
308;0.975662;0.974370;0.879649
309;0.974370;0.975342;0.881303
310;0.973045;0.976296;0.882948
311;0.971687;0.977231;0.884581
312;0.970296;0.978148;0.886204
313;0.968872;0.979045;0.887815
314;0.967415;0.979925;0.889416
315;0.965926;0.980785;0.891007
316;0.964404;0.981627;0.892586
317;0.962849;0.982450;0.894154
318;0.961262;0.983255;0.895712
319;0.959642;0.984041;0.897258
320;0.957990;0.984808;0.898794
321;0.956305;0.985556;0.900319
322;0.954588;0.986286;0.901833
323;0.952838;0.986996;0.903335
324;0.951057;0.987688;0.904827
325;0.949243;0.988362;0.906308
326;0.947397;0.989016;0.907777
327;0.945519;0.989651;0.909236
328;0.943609;0.990268;0.910684
329;0.941666;0.990866;0.912120
330;0.939693;0.991445;0.913545
331;0.937687;0.992005;0.914960
332;0.935650;0.992546;0.916363
333;0.933580;0.993068;0.917755
334;0.931480;0.993572;0.919135
335;0.929348;0.994056;0.920505
336;0.927184;0.994522;0.921863
337;0.924989;0.994969;0.923210
338;0.922762;0.995396;0.924546
339;0.920505;0.995805;0.925871
340;0.918216;0.996195;0.927184
341;0.915896;0.996566;0.928486
342;0.913545;0.996917;0.929776
343;0.911164;0.997250;0.931056
344;0.908751;0.997564;0.932324
345;0.906308;0.997859;0.933580
346;0.903834;0.998135;0.934826
347;0.901329;0.998392;0.936060
348;0.898794;0.998630;0.937282
349;0.896229;0.998848;0.938493
350;0.893633;0.999048;0.939693
351;0.891007;0.999229;0.940881
352;0.888350;0.999391;0.942057
353;0.885664;0.999534;0.943223
354;0.882948;0.999657;0.944376
355;0.880201;0.999762;0.945519
356;0.877425;0.999848;0.946649
357;0.874620;0.999914;0.947768
358;0.871784;0.999962;0.948876
359;0.868920;0.999990;0.949972
360;0.866025;1.000000;0.951057
361;0.863102;0.999990;0.952129
362;0.860149;0.999962;0.953191
363;0.857167;0.999914;0.954240
364;0.854156;0.999848;0.955278
365;0.851117;0.999762;0.956305
366;0.848048;0.999657;0.957319
367;0.844951;0.999534;0.958323
368;0.841825;0.999391;0.959314
369;0.838671;0.999229;0.960294
370;0.835488;0.999048;0.961262
371;0.832277;0.998848;0.962218
372;0.829038;0.998630;0.963163
373;0.825770;0.998392;0.964095
374;0.822475;0.998135;0.965016
375;0.819152;0.997859;0.965926
376;0.815801;0.997564;0.966823
377;0.812423;0.997250;0.967709
378;0.809017;0.996917;0.968583
379;0.805584;0.996566;0.969445
380;0.802123;0.996195;0.970296
381;0.798636;0.995805;0.971134
382;0.795121;0.995396;0.971961
383;0.791579;0.994969;0.972776
384;0.788011;0.994522;0.973579
385;0.784416;0.994056;0.974370
386;0.780794;0.993572;0.975149
387;0.777146;0.993068;0.975917
388;0.773472;0.992546;0.976672
389;0.769771;0.992005;0.977416
390;0.766044;0.991445;0.978148
391;0.762292;0.990866;0.978867
392;0.758514;0.990268;0.979575
393;0.754710;0.989651;0.980271
394;0.750880;0.989016;0.980955
395;0.747025;0.988362;0.981627
396;0.743145;0.987688;0.982287
397;0.739239;0.986996;0.982935
398;0.735309;0.986286;0.983571
399;0.731354;0.985556;0.984196
400;0.727374;0.984808;0.984808
401;0.723369;0.984041;0.985408
402;0.719340;0.983255;0.985996
403;0.715286;0.982450;0.986572
404;0.711209;0.981627;0.987136
405;0.707107;0.980785;0.987688
406;0.702981;0.979925;0.988228
407;0.698832;0.979045;0.988756
408;0.694658;0.978148;0.989272
409;0.690462;0.977231;0.989776
410;0.686242;0.976296;0.990268
411;0.681998;0.975342;0.990748
412;0.677732;0.974370;0.991216
413;0.673443;0.973379;0.991671
414;0.669131;0.972370;0.992115
415;0.664796;0.971342;0.992546
416;0.660439;0.970296;0.992966
417;0.656059;0.969231;0.993373
418;0.651657;0.968148;0.993768
419;0.647233;0.967046;0.994151
420;0.642788;0.965926;0.994522
421;0.638320;0.964787;0.994881
422;0.633831;0.963630;0.995227
423;0.629320;0.962455;0.995562
424;0.624789;0.961262;0.995884
425;0.620235;0.960050;0.996195
426;0.615661;0.958820;0.996493
427;0.611067;0.957571;0.996779
428;0.606451;0.956305;0.997053
429;0.601815;0.955020;0.997314
430;0.597159;0.953717;0.997564
431;0.592482;0.952396;0.997801
432;0.587785;0.951057;0.998027
433;0.583069;0.949699;0.998240
434;0.578332;0.948324;0.998441
435;0.573576;0.946930;0.998630
436;0.568801;0.945519;0.998806
437;0.564007;0.944089;0.998971
438;0.559193;0.942641;0.999123
439;0.554360;0.941176;0.999263
440;0.549509;0.939693;0.999391
441;0.544639;0.938191;0.999507
442;0.539751;0.936672;0.999610
443;0.534844;0.935135;0.999701
444;0.529919;0.933580;0.999781
445;0.524977;0.932008;0.999848
446;0.520016;0.930418;0.999903
447;0.515038;0.928810;0.999945
448;0.510043;0.927184;0.999976
449;0.505030;0.925541;0.999994
450;0.500000;0.923880;1.000000
451;0.494953;0.922201;0.999994
452;0.489890;0.920505;0.999976
453;0.484810;0.918791;0.999945
454;0.479713;0.917060;0.999903
455;0.474600;0.915311;0.999848
456;0.469472;0.913545;0.999781
457;0.464327;0.911762;0.999701
458;0.459166;0.909961;0.999610
459;0.453990;0.908143;0.999507
460;0.448799;0.906308;0.999391
461;0.443593;0.904455;0.999263
462;0.438371;0.902585;0.999123
463;0.433135;0.900698;0.998971
464;0.427884;0.898794;0.998806
465;0.422618;0.896873;0.998630
466;0.417338;0.894934;0.998441
467;0.412045;0.892979;0.998240
468;0.406737;0.891007;0.998027
469;0.401415;0.889017;0.997801
470;0.396080;0.887011;0.997564
471;0.390731;0.884988;0.997314
472;0.385369;0.882948;0.997053
473;0.379994;0.880891;0.996779
474;0.374607;0.878817;0.996493
475;0.369206;0.876727;0.996195
476;0.363793;0.874620;0.995884
477;0.358368;0.872496;0.995562
478;0.352931;0.870356;0.995227
479;0.347481;0.868199;0.994881
480;0.342020;0.866025;0.994522
481;0.336547;0.863836;0.994151
482;0.331063;0.861629;0.993768
483;0.325568;0.859406;0.993373
484;0.320062;0.857167;0.992966
485;0.314545;0.854912;0.992546
486;0.309017;0.852640;0.992115
487;0.303479;0.850352;0.991671
488;0.297930;0.848048;0.991216
489;0.292372;0.845728;0.990748
490;0.286803;0.843391;0.990268
491;0.281225;0.841039;0.989776
492;0.275637;0.838671;0.989272
493;0.270040;0.836286;0.988756
494;0.264434;0.833886;0.988228
495;0.258819;0.831470;0.987688
496;0.253195;0.829038;0.987136
497;0.247563;0.826590;0.986572
498;0.241922;0.824126;0.985996
499;0.236273;0.821647;0.985408
500;0.230616;0.819152;0.984808
501;0.224951;0.816642;0.984196
502;0.219279;0.814116;0.983571
503;0.213599;0.811574;0.982935
504;0.207912;0.809017;0.982287
505;0.202218;0.806445;0.981627
506;0.196517;0.803857;0.980955
507;0.190809;0.801254;0.980271
508;0.185095;0.798636;0.979575
509;0.179375;0.796002;0.978867
510;0.173648;0.793353;0.978148
511;0.167916;0.790690;0.977416
512;0.162178;0.788011;0.976672
513;0.156434;0.785317;0.975917
514;0.150686;0.782608;0.975149
515;0.144932;0.779884;0.974370
516;0.139173;0.777146;0.973579
517;0.133410;0.774393;0.972776
518;0.127642;0.771625;0.971961
519;0.121869;0.768842;0.971134
520;0.116093;0.766044;0.970296
521;0.110313;0.763232;0.969445
522;0.104528;0.760406;0.968583
523;0.098741;0.757565;0.967709
524;0.092950;0.754710;0.966823
525;0.087156;0.751840;0.965926
526;0.081359;0.748956;0.965016
527;0.075559;0.746057;0.964095
528;0.069756;0.743145;0.963163
529;0.063952;0.740218;0.962218
530;0.058145;0.737277;0.961262
531;0.052336;0.734323;0.960294
532;0.046525;0.731354;0.959314
533;0.040713;0.728371;0.958323
534;0.034899;0.725374;0.957319
535;0.029085;0.722364;0.956305
536;0.023269;0.719340;0.955278
537;0.017452;0.716302;0.954240
538;0.011635;0.713250;0.953191
539;0.005818;0.710185;0.952129
540;0.000000;0.707107;0.951057
541;-0.005818;0.704015;0.949972
542;-0.011635;0.700909;0.948876
543;-0.017452;0.697790;0.947768
544;-0.023269;0.694658;0.946649
545;-0.029085;0.691513;0.945519
546;-0.034899;0.688355;0.944376
547;-0.040713;0.685183;0.943223
548;-0.046525;0.681998;0.942057
549;-0.052336;0.678801;0.940881
550;-0.058145;0.675590;0.939693
551;-0.063952;0.672367;0.938493
552;-0.069756;0.669131;0.937282
553;-0.075559;0.665882;0.936060
554;-0.081359;0.662620;0.934826
555;-0.087156;0.659346;0.933580
556;-0.092950;0.656059;0.932324
557;-0.098741;0.652760;0.931056
558;-0.104528;0.649448;0.929776
559;-0.110313;0.646124;0.928486
560;-0.116093;0.642788;0.927184
561;-0.121869;0.639439;0.925871
562;-0.127642;0.636078;0.924546
563;-0.133410;0.632705;0.923210
564;-0.139173;0.629320;0.921863
565;-0.144932;0.625923;0.920505
566;-0.150686;0.622515;0.919135
567;-0.156434;0.619094;0.917755
568;-0.162178;0.615661;0.916363
569;-0.167916;0.612217;0.914960
570;-0.173648;0.608761;0.913545
571;-0.179375;0.605294;0.912120
572;-0.185095;0.601815;0.910684
573;-0.190809;0.598325;0.909236
574;-0.196517;0.594823;0.907777
575;-0.202218;0.591310;0.906308
576;-0.207912;0.587785;0.904827
577;-0.213599;0.584250;0.903335
578;-0.219279;0.580703;0.901833
579;-0.224951;0.577145;0.900319
580;-0.230616;0.573576;0.898794
581;-0.236273;0.569997;0.897258
582;-0.241922;0.566406;0.895712
583;-0.247563;0.562805;0.894154
584;-0.253195;0.559193;0.892586
585;-0.258819;0.555570;0.891007
586;-0.264434;0.551937;0.889416
587;-0.270040;0.548293;0.887815
588;-0.275637;0.544639;0.886204
589;-0.281225;0.540974;0.884581
590;-0.286803;0.537300;0.882948
591;-0.292372;0.533615;0.881303
592;-0.297930;0.529919;0.879649
593;-0.303479;0.526214;0.877983
594;-0.309017;0.522499;0.876307
595;-0.314545;0.518773;0.874620
596;-0.320062;0.515038;0.872922
597;-0.325568;0.511293;0.871214
598;-0.331063;0.507538;0.869495
599;-0.336547;0.503774;0.867765
600;-0.342020;0.500000;0.866025
601;-0.347481;0.496217;0.864275
602;-0.352931;0.492424;0.862514
603;-0.358368;0.488621;0.860742
604;-0.363793;0.484810;0.858960
605;-0.369206;0.480989;0.857167
606;-0.374607;0.477159;0.855364
607;-0.379994;0.473320;0.853551
608;-0.385369;0.469472;0.851727
609;-0.390731;0.465615;0.849893
610;-0.396080;0.461749;0.848048
611;-0.401415;0.457874;0.846193
612;-0.406737;0.453990;0.844328
613;-0.412045;0.450098;0.842452
614;-0.417338;0.446198;0.840567
615;-0.422618;0.442289;0.838671
616;-0.427884;0.438371;0.836764
617;-0.433135;0.434445;0.834848
618;-0.438371;0.430511;0.832921
619;-0.443593;0.426569;0.830984
620;-0.448799;0.422618;0.829038
621;-0.453990;0.418660;0.827081
622;-0.459166;0.414693;0.825113
623;-0.464327;0.410719;0.823136
624;-0.469472;0.406737;0.821149
625;-0.474600;0.402747;0.819152
626;-0.479713;0.398749;0.817145
627;-0.484810;0.394744;0.815128
628;-0.489890;0.390731;0.813101
629;-0.494953;0.386711;0.811064
630;-0.500000;0.382683;0.809017
631;-0.505030;0.378649;0.806960
632;-0.510043;0.374607;0.804894
633;-0.515038;0.370557;0.802817
634;-0.520016;0.366501;0.800731
635;-0.524977;0.362438;0.798636
636;-0.529919;0.358368;0.796530
637;-0.534844;0.354291;0.794415
638;-0.539751;0.350207;0.792290
639;-0.544639;0.346117;0.790155
640;-0.549509;0.342020;0.788011
641;-0.554360;0.337917;0.785857
642;-0.559193;0.333807;0.783693
643;-0.564007;0.329691;0.781520
644;-0.568801;0.325568;0.779338
645;-0.573576;0.321439;0.777146
646;-0.578332;0.317305;0.774944
647;-0.583069;0.313164;0.772734
648;-0.587785;0.309017;0.770513
649;-0.592482;0.304864;0.768284
650;-0.597159;0.300706;0.766044
651;-0.601815;0.296542;0.763796
652;-0.606451;0.292372;0.761538
653;-0.611067;0.288196;0.759271
654;-0.615661;0.284015;0.756995
655;-0.620235;0.279829;0.754710
656;-0.624789;0.275637;0.752415
657;-0.629320;0.271440;0.750111
658;-0.633831;0.267238;0.747798
659;-0.638320;0.263031;0.745476
660;-0.642788;0.258819;0.743145
661;-0.647233;0.254602;0.740805
662;-0.651657;0.250380;0.738455
663;-0.656059;0.246153;0.736097
664;-0.660439;0.241922;0.733730
665;-0.664796;0.237686;0.731354
666;-0.669131;0.233445;0.728969
667;-0.673443;0.229200;0.726575
668;-0.677732;0.224951;0.724172
669;-0.681998;0.220697;0.721760
670;-0.686242;0.216440;0.719340
671;-0.690462;0.212178;0.716911
672;-0.694658;0.207912;0.714473
673;-0.698832;0.203642;0.712026
674;-0.702981;0.199368;0.709571
675;-0.707107;0.195090;0.707107
676;-0.711209;0.190809;0.704634
677;-0.715286;0.186524;0.702153
678;-0.719340;0.182236;0.699663
679;-0.723369;0.177944;0.697165
680;-0.727374;0.173648;0.694658
681;-0.731354;0.169350;0.692143
682;-0.735309;0.165048;0.689620
683;-0.739239;0.160743;0.687088
684;-0.743145;0.156434;0.684547
685;-0.747025;0.152123;0.681998
686;-0.750880;0.147809;0.679441
687;-0.754710;0.143493;0.676876
688;-0.758514;0.139173;0.674302
689;-0.762292;0.134851;0.671721
690;-0.766044;0.130526;0.669131
691;-0.769771;0.126199;0.666532
692;-0.773472;0.121869;0.663926
693;-0.777146;0.117537;0.661312
694;-0.780794;0.113203;0.658689
695;-0.784416;0.108867;0.656059
696;-0.788011;0.104528;0.653421
697;-0.791579;0.100188;0.650774
698;-0.795121;0.095846;0.648120
699;-0.798636;0.091502;0.645458
700;-0.802123;0.087156;0.642788
701;-0.805584;0.082808;0.640110
702;-0.809017;0.078459;0.637424
703;-0.812423;0.074108;0.634731
704;-0.815801;0.069756;0.632029
705;-0.819152;0.065403;0.629320
706;-0.822475;0.061049;0.626604
707;-0.825770;0.056693;0.623880
708;-0.829038;0.052336;0.621148
709;-0.832277;0.047978;0.618408
710;-0.835488;0.043619;0.615661
711;-0.838671;0.039260;0.612907
712;-0.841825;0.034899;0.610145
713;-0.844951;0.030539;0.607376
714;-0.848048;0.026177;0.604599
715;-0.851117;0.021815;0.601815
716;-0.854156;0.017452;0.599024
717;-0.857167;0.013090;0.596225
718;-0.860149;0.008727;0.593419
719;-0.863102;0.004363;0.590606
720;-0.866025;0.000000;0.587785
721;-0.868920;-0.004363;0.584958
722;-0.871784;-0.008727;0.582123
723;-0.874620;-0.013090;0.579281
724;-0.877425;-0.017452;0.576432
725;-0.880201;-0.021815;0.573576
726;-0.882948;-0.026177;0.570714
727;-0.885664;-0.030539;0.567844
728;-0.888350;-0.034899;0.564967
729;-0.891007;-0.039260;0.562083
730;-0.893633;-0.043619;0.559193
731;-0.896229;-0.047978;0.556296
732;-0.898794;-0.052336;0.553392
733;-0.901329;-0.056693;0.550481
734;-0.903834;-0.061049;0.547563
735;-0.906308;-0.065403;0.544639
736;-0.908751;-0.069756;0.541708
737;-0.911164;-0.074108;0.538771
738;-0.913545;-0.078459;0.535827
739;-0.915896;-0.082808;0.532876
740;-0.918216;-0.087156;0.529919
741;-0.920505;-0.091502;0.526956
742;-0.922762;-0.095846;0.523986
743;-0.924989;-0.100188;0.521010
744;-0.927184;-0.104528;0.518027
745;-0.929348;-0.108867;0.515038
746;-0.931480;-0.113203;0.512043
747;-0.933580;-0.117537;0.509041
748;-0.935650;-0.121869;0.506034
749;-0.937687;-0.126199;0.503020
750;-0.939693;-0.130526;0.500000
751;-0.941666;-0.134851;0.496974
752;-0.943609;-0.139173;0.493942
753;-0.945519;-0.143493;0.490904
754;-0.947397;-0.147809;0.487860
755;-0.949243;-0.152123;0.484810
756;-0.951057;-0.156434;0.481754
757;-0.952838;-0.160743;0.478692
758;-0.954588;-0.165048;0.475624
759;-0.956305;-0.169350;0.472551
760;-0.957990;-0.173648;0.469472
761;-0.959642;-0.177944;0.466387
762;-0.961262;-0.182236;0.463296
763;-0.962849;-0.186524;0.460200
764;-0.964404;-0.190809;0.457098
765;-0.965926;-0.195090;0.453990
766;-0.967415;-0.199368;0.450878
767;-0.968872;-0.203642;0.447759
768;-0.970296;-0.207912;0.444635
769;-0.971687;-0.212178;0.441506
770;-0.973045;-0.216440;0.438371
771;-0.974370;-0.220697;0.435231
772;-0.975662;-0.224951;0.432086
773;-0.976921;-0.229200;0.428935
774;-0.978148;-0.233445;0.425779
775;-0.979341;-0.237686;0.422618
776;-0.980500;-0.241922;0.419452
777;-0.981627;-0.246153;0.416281
778;-0.982721;-0.250380;0.413104
779;-0.983781;-0.254602;0.409923
780;-0.984808;-0.258819;0.406737
781;-0.985801;-0.263031;0.403545
782;-0.986762;-0.267238;0.400349
783;-0.987688;-0.271440;0.397148
784;-0.988582;-0.275637;0.393942
785;-0.989442;-0.279829;0.390731
786;-0.990268;-0.284015;0.387516
787;-0.991061;-0.288196;0.384295
788;-0.991820;-0.292372;0.381070
789;-0.992546;-0.296542;0.377841
790;-0.993238;-0.300706;0.374607
791;-0.993897;-0.304864;0.371368
792;-0.994522;-0.309017;0.368125
793;-0.995113;-0.313164;0.364877
794;-0.995671;-0.317305;0.361625
795;-0.996195;-0.321439;0.358368
796;-0.996685;-0.325568;0.355107
797;-0.997141;-0.329691;0.351842
798;-0.997564;-0.333807;0.348572
799;-0.997953;-0.337917;0.345298
800;-0.998308;-0.342020;0.342020
801;-0.998630;-0.346117;0.338738
